prospect_id,hashed_email,hashed_phone,curp_hash,first_identified_ts,geo_state,age_band,income_band,segment_label,intent_band,lead_quality_score,is_existing_customer
PR011037,2166ecd676f0d44d1f8d897181c4695a,af0741514545af89a775f559,823f2f87dfb00065a9bf7fb5,2025-09-01 21:01:27,Otros,35-44,0-10k,Prospecto informativo,Alta,57.15,0
PR011038,3dd2d7d371c0290a3d536c378041fd68,31785b9b455f4e5011397bfb,fb70b6a236927300f8491d30,2025-05-21 00:26:30,Nuevo León,25-34,20k-35k,Prospecto informativo,Baja,49.87,0
PR011039,152e5b1d0665deefbdfc8660ff43a21a,94b05ca80457104de132911c,d8b71e855f1055030b9b1bb9,2025-07-24 15:06:11,Otros,35-44,35k-50k,Ahorro alto potencial,Alta,95.95,0
PR011040,ac017e262cf59387e1d7ab1a6b5191eb,d3dfe4e2fe9c67b46a89b4da,28954cf01085db53ba42b345,2025-05-15 04:16:00,Nuevo León,35-44,35k-50k,Cliente existente digital,Alta,89.33,1
PR011041,b5ca1431ecb328d3439859d3f23678fc,d78122283a06eee986e2a78a,c26ccbb0c4f6be1ccf42d5b4,2025-10-08 09:59:43,CDMX,25-34,35k-50k,Cliente existente digital,Baja,65.52,1
PR011042,3674c548af8d9210fb6be5671de0f43b,6c6ef49badf01055d6c218ad,1c3bbba4c24ac3a0c8ff4c9e,2025-09-19 22:58:10,Guanajuato,25-34,35k-50k,Joven digital,Alta,98.0,0
PR011043,1750c087b33e1453fc8045890f5b9b27,8b8df25b09804a00766234ab,cda80fa75352d9a3bba641d4,2025-04-02 11:21:51,Jalisco,18-24,50k+,Prospecto informativo,Baja,55.95,0
PR011044,46fefb6c0a317fbec9186af221caf799,a695703eeca00650636763b2,802c354819b90db38344fd00,2025-02-21 05:07:57,Baja California,25-34,10k-20k,Baja intención masivo,Baja,45.21,0
PR011045,67986ff6f2ba98ffe4bd05b6649cca49,82dbdaf891410d04bc9997e3,67ee43c05625bee7117557b0,2025-10-18 18:36:20,Veracruz,45-54,10k-20k,Baja intención masivo,Baja,35.71,0
PR011046,201efad028acc2ee8725ad3655aa727e,739bb5d6a660dc26910ca21b,8e76101d8f246a8f0577c0aa,2025-09-02 16:22:22,Yucatán,25-34,0-10k,Baja intención masivo,Baja,35.88,0
PR011047,8519d1c3a4c575cfca6ff80f1bd7b8e8,ecffcba970e317120bf5b554,2def00b3423b01f67e39f12c,2025-06-23 06:14:31,Jalisco,35-44,35k-50k,Asalariado consolidado,Media,72.38,0
PR011048,8a8c6aff58379d524e14f7cdf23951a0,7abc8767f2ff5d1f1b60b1fe,65b8f79a26b2bbb39b2e2c41,2025-09-04 19:27:29,Coahuila,25-34,50k+,Joven digital,Media,83.04,0
PR011049,568b84793ca9677437d49c56a5b5b5bd,ca54c4b17ddda410b76fd287,88e7a7453383b725a66e8a5a,2025-09-05 09:53:50,Nuevo León,18-24,10k-20k,Baja intención masivo,Baja,27.3,0
PR011050,3cf4f1b9242f6fb9e96f6057a7385470,9c74a0d61e88d08dfbdbef9d,e2771d709dd53a4418e83ee2,2025-05-30 18:40:17,Otros,35-44,20k-35k,Cliente existente digital,Baja,71.68,1
PR011051,971a8a28d4535e566a1be10f180d65c3,f713b40de591a6ce2321d19f,c4aaa4c31bcadaceb731aa4d,2025-11-05 05:25:16,Baja California,35-44,10k-20k,Baja intención masivo,Baja,33.76,0
PR011052,4645c2bebced24d9ccfbe5e7ed280469,629c15b6afcf750e060a1312,78190a68728da4d1ec1b924e,2025-10-08 15:36:33,Querétaro,45-54,35k-50k,Asalariado consolidado,Media,66.33,0
PR011053,6752109e62f18f9cebea1ccfa29dc191,d5c26fb6da0214cebccbdc5b,2a9c6ebc386ad429d784a606,2025-09-23 00:44:29,Otros,35-44,0-10k,Baja intención masivo,Baja,23.33,0
PR011054,98a2736e385c1db6dbc267d61e50cabe,be03e36e4613ddbebcb3530c,cd240c85021e648f4c195905,2025-04-27 20:19:45,Querétaro,45-54,20k-35k,Asalariado consolidado,Media,81.11,0
PR011055,814ee38eefb662f67ed1c523b7f8da35,dd5c566aa2ac5f35f0dfd301,9945c3d24de9320ba9c7342c,2025-01-26 02:44:30,Guanajuato,18-24,20k-35k,Cliente existente digital,Media,64.63,1
PR011056,c495936eb4ca8faf04b6eb9eb605b439,b987f5a17ede4d0163f3ecd0,da5b57e560d54731d5c806cd,2025-04-08 03:03:13,Jalisco,35-44,10k-20k,Prospecto informativo,Media,61.43,0
PR011057,afcb70a035f8c34fc8fc88172eb2c878,b7d876ce79b655454dd60193,148d2176335bf6b3be931f8b,2025-02-10 00:36:45,Yucatán,25-34,50k+,Joven digital,Media,73.43,0
PR011058,0b24496110cb8f0a6b3b78bc45b21c89,7851b352dfe83855c76539e9,bb260f07771dd4540871a1e3,2025-02-27 12:37:27,Estado de México,35-44,10k-20k,Cliente existente digital,Alta,91.82,1
PR011059,ea7edd15432fb59bf4abb49230d78be9,1a54dcf73b54a55ce69d551e,525cf192d28607657bcf6aec,2025-12-31 15:17:12,CDMX,35-44,20k-35k,Asalariado consolidado,Media,62.78,0
PR011060,47d01d8ac8d4a666f10d3710b351fb3c,ec19b7edcdbf564d19751ecf,08245af76637bef971e354ee,2025-05-05 07:08:40,Michoacán,18-24,0-10k,Baja intención masivo,Baja,13.84,0
PR011061,7e1dcd18be4544a1f751a8796a98bd74,d156a769f47e08132853de87,0cfe6492475ef294b7e9905b,2025-07-24 05:03:16,CDMX,35-44,10k-20k,Prospecto informativo,Alta,58.51,0
PR011062,e31cd70c05a591af9861fbf1d683fe90,0291b903d65969946df91efe,800e778dcb9f79f127041f5e,2025-12-30 13:09:36,Yucatán,35-44,0-10k,Prospecto informativo,Media,48.98,0
PR011063,af2aad4ebbe990d6a76e820685bd58e2,42f0cc1913f4fe87e789a17f,19baa39b8a5dd15f6b55567b,2025-10-26 13:55:52,CDMX,25-34,20k-35k,Prospecto informativo,Baja,52.69,0
PR011064,2e3b40b866c0aa389f4b94bf1b38e27e,279572699376f9eadd023934,394c1301bd8881ef8c248e6b,2025-06-04 10:15:02,Estado de México,35-44,20k-35k,Asalariado consolidado,Media,60.84,0
PR011065,75f1e6786f8a0abf1feb40ffe037afc2,0bd1f330e62ebf3714b195f4,5a230566972bb488049874bc,2025-06-03 13:24:23,San Luis Potosí,45-54,10k-20k,Baja intención masivo,Baja,23.34,0
PR011066,fbe4416edeea70ddbdbe0d20d431eb04,efe4241733ed13ff0072720e,c7327b54f7a427455a6466c9,2025-04-13 02:41:47,CDMX,18-24,50k+,Prospecto informativo,Baja,40.4,0
PR011067,686fa740b564a623e01275e6d7b130eb,789d3fc8b2d2434a5f627733,5b7e6f241a09bd462852b121,2025-07-23 11:03:55,Yucatán,35-44,10k-20k,Baja intención masivo,Baja,30.85,0
PR011068,c7884a035807661b0ccdb2acfaef3bf8,d1bc65dc607629fd8efea07d,082fe507b89ced1428ebab60,2025-05-10 04:29:53,Veracruz,45-54,20k-35k,Asalariado consolidado,Baja,50.57,0
PR011069,429a87584d31de890e926eec2651f8d7,a9c63a967abfe10c49535ba4,bd084d25e916fd52100368f7,2025-07-10 05:09:55,Otros,18-24,50k+,Prospecto informativo,Baja,46.89,0
PR011070,4902e8185eb57dc7ae4fe5b46d2e3017,6ec4ab2174ada3e7062e8536,7479eff953c96e583c85f353,2025-02-10 22:13:33,Jalisco,25-34,35k-50k,Joven digital,Media,78.28,0
PR011071,b635591a76bd89c78b1afcfbc79e109b,6fb439e35827609f98db52fd,3e1bcf107e36dc2cf49df0d4,2025-05-29 22:12:15,Chihuahua,35-44,20k-35k,Cliente existente digital,Media,67.28,1
PR011072,7f8d9bf30e554207ec7d97f9fad3bfd6,209d7894a668061d3d55d708,b63d6067cb564f6f3e48bf41,2025-07-02 07:35:37,Estado de México,35-44,0-10k,Prospecto informativo,Media,55.81,0
PR011073,524ef9dd576fc37b47dee66b1106df07,8f1cebbc6a1d27b665817b35,8688d14955b467289b34bd39,2025-03-21 04:45:34,Estado de México,45-54,20k-35k,Asalariado consolidado,Media,68.34,0
PR011074,8b75dcbd782095e06040ce06ead1cf0e,28d80d4a029370f8dc2f2994,a4af8fbfbb48000e35412d83,2025-11-29 03:12:33,Estado de México,35-44,20k-35k,Cliente existente digital,Baja,66.01,1
PR011075,5875a15432d7095aa408b2ba5c5028c1,2fa010ccfba80427e2060f52,78158703b111c1cac1553c21,2025-03-27 15:21:33,Estado de México,35-44,20k-35k,Cliente existente digital,Media,77.34,1
PR011076,d57388a2e1788e1ded4e6d420113a50a,18e64145051bdd97b5104361,9c6fbfc4531493d278fbc0fb,2025-05-27 01:08:42,Puebla,25-34,20k-35k,Joven digital,Media,76.83,0
PR011077,9c952cead6cee3879d99d59a17bded67,fd3151c3d730d983eb3b8baa,c5d5d7080954ea7f511e86ac,2025-06-28 08:43:55,CDMX,18-24,50k+,Cliente existente digital,Baja,59.12,1
PR011078,85833d51fc5489f7d9c60a8679b72a67,d359b6d5433f4cab5ddfbe60,f4e291bc2e2e08588c972b04,2025-02-21 00:19:39,Estado de México,35-44,20k-35k,Asalariado consolidado,Media,82.9,0
PR011079,1b9845598a4f016477737de9164f1437,771bba90fdb80cb1c3b16975,5a48ef3b68e33bc5ca132022,2025-11-25 21:07:07,Veracruz,18-24,35k-50k,Prospecto informativo,Baja,54.77,0
PR011080,d4dfa111df5ef272034b950fd209e0db,9e73d18421ba543be82caa69,271e4e86b51021b0f4bcb88e,2025-04-21 04:05:16,Puebla,55+,35k-50k,Prospecto informativo,Media,60.31,0
PR011081,1573267778b8334d10e0efc681c2afcd,e5144f7403fb9cc7edb4edf0,6f379abd408a41a5a8d8b073,2025-10-25 03:02:38,Jalisco,18-24,35k-50k,Prospecto informativo,Baja,47.2,0
PR011082,c911cac2635b4b3155e8e046f53be0c9,bbef005e9225aecfcb5d9544,ef39e3034fdb7200170d7640,2025-07-31 05:21:54,Estado de México,18-24,0-10k,Baja intención masivo,Baja,19.56,0
PR011083,b61a417de34d9d65b554c156c6764612,e9273b9d65c5c1e56201d453,b0e328b552570914bd0b6a43,2025-03-07 05:40:19,Estado de México,45-54,35k-50k,Asalariado consolidado,Baja,59.75,0
PR011084,1e950b66e68a1af34881fa574b4ead70,b5a0c686dd756110c43b0058,4295824ff51d0c509ee49060,2025-05-30 06:40:25,Yucatán,18-24,35k-50k,Cliente existente digital,Media,60.6,1
PR011085,b225431096c0ed269a13b5cccc1e220b,ef97a284a2b25f2c76fd5dd1,d4b5a193bc2939c6c0eec6fb,2025-06-10 12:19:59,Otros,25-34,20k-35k,Joven digital,Media,48.38,0
PR011086,c40383dc8b9865c3b00fa9ae01d3e3f4,2f0a34faab456dee492719aa,4ce55cf52a24e0ca25460bc2,2025-10-10 22:23:28,Guanajuato,55+,10k-20k,Baja intención masivo,Baja,26.95,0
PR011087,8cc57d33e9e6000fbaa452b0578ecb39,c7febce65dfc6743fba0f104,7fff4e37bd06011f4a123a91,2025-03-30 16:04:58,Yucatán,45-54,10k-20k,Baja intención masivo,Baja,37.21,0
PR011088,636d1c731ac610f1fcd01656f96652f3,d5e2d2d3f636525b8a982096,2232fdf5557feff31fcfa1ee,2025-07-24 16:27:23,CDMX,25-34,20k-35k,Joven digital,Media,71.9,0
PR011089,0cd6b5114e398ab61e3b26324e990441,eea57a04848c33d8ae949f3e,a741bad2aa506c2a2e44ea95,2025-02-15 21:01:49,Otros,25-34,20k-35k,Joven digital,Alta,83.07,0
PR011090,ba9c80b60273340788ab3719f8133cd5,e46e60924df983d40f49ebbc,0e9bc6de88a155774a35bf36,2025-04-20 04:59:45,Nuevo León,35-44,50k+,Prospecto informativo,Media,73.05,0
PR011091,1ec57adf33d28f37d200760c3ff32d27,c9efefdaa80938cea1473eba,21a8348790f16632a43e82bd,2025-02-28 11:16:04,Estado de México,25-34,10k-20k,Joven digital,Alta,73.51,0
PR011092,05bc42b41177f0268aba81ef9ee3d71b,81a033caa3288b51c8accd3c,c8fa509e4c5f1431a9a9e14b,2025-05-01 23:10:51,Jalisco,18-24,10k-20k,Joven digital,Media,63.08,0
PR011093,d01e9e4cc4f3f168578579ce177e71b1,8cd7d0ebbd234151edd82cd8,ccd774ec464a8cbfbc79a69a,2025-11-10 16:41:18,CDMX,18-24,20k-35k,Joven digital,Media,58.95,0
PR011094,7755dc389ae33f9fa816a2f6cbeba2d7,c2c067bed23aeedcd0c3c54d,9b752da5541312f156ae4d95,2025-04-16 00:44:24,Chihuahua,45-54,50k+,Cliente existente digital,Media,89.22,1
PR011095,c98c26831664399e34348180a8eac2ea,6125f888a9ec32e61b9102cc,e771df92b79fcc6be740ea19,2025-04-02 10:59:15,Jalisco,25-34,10k-20k,Joven digital,Media,61.37,0
PR011096,db871fa217cab1df59340238e3a49adf,eb0fcffa858363b8da3ffd60,09867e405e53459d5b41ba36,2025-07-29 09:46:43,Nuevo León,45-54,10k-20k,Prospecto informativo,Alta,65.76,0
PR011097,f2b49334a46b317abc9895596e46ca63,243186cb67b39bac32d844ac,f6f1b4c5dea3b6e5dfbee3d1,2025-08-31 19:53:42,Jalisco,25-34,35k-50k,Joven digital,Media,82.41,0
PR011098,6a14ddf2b92b6f6fa5f8d2a686872d3d,8754067e1cade01f5419c495,e9a74c877549c4b92fa70b9a,2025-07-27 09:20:55,Otros,35-44,10k-20k,Prospecto informativo,Media,60.21,0
PR011099,57dd10a205007ec6fdb20613ae750ec2,218e4ff457673e1180a6b4a1,c6bfe2bd29b7e82c8bcba6b5,2025-03-29 14:54:37,Chihuahua,35-44,10k-20k,Prospecto informativo,Media,62.37,0
PR011100,470489f738f7587e1a7feb6613260b1f,b0ce69d723ee68e3961ba93c,b375f0777ad24ed62d8494f5,2025-05-10 23:51:04,Otros,25-34,50k+,Joven digital,Alta,91.59,0
PR011101,86552d62b72838f95b69f3f3864fc51c,ae208c11c5a64c2b976ee1bd,4254515c029cd4ef79fb53ed,2025-06-11 19:21:55,Otros,35-44,35k-50k,Asalariado consolidado,Baja,43.82,0
PR011102,e7d2e827d2d8af863d9b54fec526d3fe,732a4e278d04c9f8e28a148b,b248a7d82077bc9afeda9275,2025-08-12 22:11:13,Otros,18-24,10k-20k,Joven digital,Alta,68.82,0
PR011103,e70648a785004109beb5653554d11735,df0f6c6358d7a3e0ddf4540f,1201cba0ccadfe30377556a1,2025-04-03 17:17:34,Puebla,45-54,50k+,Prospecto informativo,Baja,52.84,0
PR011104,cedbfa79513775dbf1f494b563e95cb8,f5d4cdca36336d0a67921798,7600407d87500c76acc5036a,2025-03-24 09:50:04,Jalisco,35-44,35k-50k,Asalariado consolidado,Baja,50.78,0
PR011105,92008715832f5a36393d34a2b4383236,55304c196689a601564ea97d,ad6cfa30f1c855246f4c7d1f,2025-05-29 10:44:30,Nuevo León,25-34,50k+,Cliente existente digital,Baja,65.29,1
PR011106,aa889315036af94be9b22fb32ff843f5,5cda99ce3df9e0dc20611ce0,01e864782fdd3511fc4bbd9f,2025-08-25 19:22:16,Nuevo León,35-44,10k-20k,Baja intención masivo,Baja,35.33,0
PR011107,bbd22ffc7596ab0626e36c4de4ad3083,d6507e52f924b0ea03ebd5fa,2cba35902e9b645c1ea39802,2025-03-03 20:32:12,Coahuila,45-54,20k-35k,Asalariado consolidado,Media,63.14,0
PR011108,22e85e308979527b374b1c505343dc58,b8be4c2e9257711cb7999507,8fc7647b3640a03feb8ab2a6,2025-05-19 18:38:18,CDMX,25-34,10k-20k,Baja intención masivo,Baja,32.79,0
PR011109,dc96bea2348000670f5a45ab14cd25ce,b4ba0162b042790dd9993dd3,803b6660a3c950d8353a99d5,2025-08-12 18:03:51,CDMX,25-34,10k-20k,Baja intención masivo,Baja,25.5,0
PR011110,ee5f4a551895e9d3981908caa67dd3b8,669c7543a75bf86ed9aecb5d,301e78b8d850063517c1355b,2025-07-04 00:13:08,Yucatán,45-54,20k-35k,Cliente existente digital,Baja,55.8,1
PR011111,1f319123e64123508b2fc75b489425ad,3fe7e7255b267f22ad00f5b9,565687f6ca99c644dbbbcbef,2025-03-11 14:02:30,CDMX,18-24,10k-20k,Baja intención masivo,Baja,19.85,0
PR011112,bad4c780ead9b1ff85aaa041b6a0d614,a342f9ee8fb723ebb17d8286,efcc5b341637fb0a24ce1fcc,2025-04-22 07:55:24,CDMX,35-44,10k-20k,Prospecto informativo,Media,64.47,0
PR011113,d5cb5df3372b1826400f46fdd6a05f95,5691d470ddf60138b6206177,f1e0c40d5e97d9be5792ac53,2025-05-10 17:34:19,CDMX,25-34,20k-35k,Cliente existente digital,Baja,71.69,1
PR011114,0dd51b275fcf9978a26e3f111696832a,5f4c396b956ca6976f052969,7a4d8c584f8cbacd8c8ce1c6,2025-10-17 06:48:26,Coahuila,35-44,0-10k,Prospecto informativo,Alta,67.09,0
PR011115,9d1179d5220eaeb0c741d944d1c6e807,c03d42b6fd6cd8206f4b5b68,0ff39553cf657cb57bae8778,2025-05-24 17:29:34,CDMX,25-34,50k+,Prospecto informativo,Baja,49.31,0
PR011116,4e6cb44d4688fab8dac856b2c9171c5a,7a0a745af65619fa79fceb6c,48cf40e0c5fe16ce25fb5f13,2025-08-06 20:39:00,CDMX,18-24,35k-50k,Joven digital,Media,69.56,0
PR011117,48ba78e83887192d5aa16f6132b1f00a,cc8a38ebd9cfab8e043d74ec,14359d47c473b61cfe4b2b4a,2025-06-15 16:52:24,Jalisco,45-54,20k-35k,Asalariado consolidado,Alta,85.4,0
PR011118,2fccb3c8bf5512036b8105cbd985c267,431d2a596c7535d13ac1de5b,f96c9ce6c14ae7b995f255cd,2025-05-07 14:19:28,Baja California,35-44,20k-35k,Asalariado consolidado,Baja,56.3,0
PR011119,5be8d7446bec67b42a28791ae3473f55,35a4103cf9fe29fcf7fa94c8,9780c9cf5c327882304d4ef7,2025-09-29 06:56:56,Jalisco,25-34,50k+,Joven digital,Media,68.41,0
PR011120,23dc2dcd4bdfdfdc504e19f4c56676f8,bb8529c1497659b4c1479e19,67621654037baa50ded3808b,2025-02-16 09:49:35,CDMX,35-44,20k-35k,Asalariado consolidado,Media,85.35,0
PR011121,73983f1ed604993fef6ae00ba1e8fb2a,a3cbd29f5badfa9c50e27506,b36a4f56a1afbd5044a096c8,2025-10-04 05:22:26,Otros,25-34,20k-35k,Joven digital,Media,66.9,0
PR011122,4061331e9774c9c9ddbff508b577e6c3,45424d0afb3d151da298ee6c,a924c6241b208180eaf0abbf,2025-11-10 22:52:44,Otros,18-24,0-10k,Joven digital,Alta,59.57,0
PR011123,ac6917726d81232d5873d1249528f9d5,bac7b67176a314ba31646025,933afc088d51c2b0e80301dc,2025-09-08 06:06:07,Jalisco,35-44,50k+,Prospecto informativo,Baja,50.86,0
PR011124,13fb4c8e0b56dabe9e4db22acb97c264,febbbb6c780b319a2439b6ea,363a49f87cb61afca15c52d5,2025-07-26 06:24:28,Nuevo León,55+,0-10k,Prospecto informativo,Media,58.02,0
PR011125,be0a63878efb1a67235e855bef287f84,641bb1ca3d4b7dcd8665ec6e,86bd4e2a9a94f25c92a12a7a,2025-11-17 22:19:53,Jalisco,25-34,35k-50k,Joven digital,Media,82.2,0
PR011126,4c2256f66d4b74dfed7cb270c3ef55bb,051d00ebb9b99a119e9adb98,f827ae74c756c8fadd89a8b6,2025-08-08 00:15:29,Coahuila,45-54,20k-35k,Asalariado consolidado,Media,72.58,0
PR011127,356a0312bb04ee40fdef3b9eedc95333,e28fb53c5d00bcb604cd32f1,f6ee6e425d2c70aecda0125e,2025-04-21 08:17:26,Nuevo León,35-44,20k-35k,Asalariado consolidado,Baja,64.14,0
PR011128,d43684abaa7b8fa0616404dd6b315aa6,d5137d028f0dda0c056cf10d,c572588940c45f57ad3eb16a,2025-08-31 22:40:09,Otros,18-24,20k-35k,Prospecto informativo,Baja,39.05,0
PR011129,d60074613896f67a47fccae1d1f98cc1,dff83679d81ff203f2f32237,76ce12f08025a81ee5781bd6,2025-09-13 10:45:43,Michoacán,35-44,10k-20k,Prospecto informativo,Media,66.25,0
PR011130,3459ff29b781ea79a6dd2bcde4c82ad6,73f1ba5606b69948fca67529,cecc7acb8c044190d4e4c6bf,2025-03-20 21:46:00,Querétaro,25-34,50k+,Cliente existente digital,Media,83.99,1
PR011131,c7561a0f5e064ffe55873bf52d57aa2a,5c1a811bd0c6b99c3e8f70f4,7f598fa8c78d790cc76e07dc,2025-08-30 00:28:43,CDMX,45-54,10k-20k,Prospecto informativo,Media,57.75,0
PR011132,5a91db9653a4c442cc3f7fdd8d06de7b,940464eb57a568e87d9c428f,c4dade32cf8bb8148d7f0b05,2025-06-06 11:32:55,Otros,35-44,10k-20k,Baja intención masivo,Baja,28.56,0
PR011133,a815cb320d4eda0a663985fb8781ec09,24446ea898a286f0f1dd4062,0586625a85ca1ec65bb3919a,2025-11-09 20:41:55,Baja California,18-24,35k-50k,Prospecto informativo,Baja,30.45,0
PR011134,99dc9760565b6b4143f09e23466f7daf,3addf74ccdb00b87b1f8abbd,aa89cd33e96b7051222c62eb,2025-02-26 22:40:21,Chihuahua,18-24,10k-20k,Baja intención masivo,Baja,19.09,0
PR011135,b9ca761208397c07e8640d95b5408f5a,5b560e9d7f3a3475c03204c0,874a843f3f0cb59c5a02e9ba,2025-05-16 21:17:06,CDMX,25-34,0-10k,Baja intención masivo,Baja,25.14,0
PR011136,8ff28a078a5751f562e340387efbf27b,55da59e1e699e30e25d36e60,d512cf8a9b1f99eab5ec4e9e,2025-04-30 03:02:42,Coahuila,25-34,0-10k,Baja intención masivo,Baja,20.03,0
PR011137,135354dd72af822982224f59897323c2,3216d24ad0c13366818c5524,84c7b5fc55086131bf7ce6f7,2025-08-04 16:46:04,Michoacán,55+,10k-20k,Prospecto informativo,Media,69.39,0
PR011138,5d1566cd48b5b2ea7765059f6b0f0a5f,18167d66c3a0a854092f1d52,75df89f0a85c5eba3a2d81b1,2025-04-15 06:04:35,Otros,45-54,35k-50k,Asalariado consolidado,Media,80.34,0
PR011139,76218c33a4cf5b8f82a474642063724c,07d1b99a140ce635fa22108f,0140da32b94f3455c151c564,2025-06-11 04:36:08,Querétaro,45-54,20k-35k,Asalariado consolidado,Media,72.48,0
PR011140,9a0eabce96af2658ef3f99eb68c35237,f1d097f917ad27344ff0e0bb,963b87dbc7b14e89e4614fa3,2025-08-12 03:48:36,Puebla,35-44,0-10k,Baja intención masivo,Baja,27.71,0
PR011141,cf2af48d78dbcb6199e0966deaec78a9,e9e28de14051d73db57da6bb,e1faf01f80f4c02353dc5fe5,2025-05-18 08:11:07,Estado de México,18-24,20k-35k,Prospecto informativo,Baja,42.04,0
PR011142,f1494988535658a6e12440ed9f8becd1,c421ca308baf0e93a467bdf8,377e661942b956023c5f78be,2025-03-06 07:42:04,Coahuila,35-44,20k-35k,Asalariado consolidado,Baja,65.0,0
PR011143,d9b2a6d6cb6f90e3fea05e1b2fbe82c2,3e550f7dc1831552460492c1,4ab7e35a7eaf826e85514315,2025-10-04 03:16:03,Otros,18-24,35k-50k,Prospecto informativo,Baja,44.15,0
PR011144,b39504f0bd4437a863010543d821e49e,b55218415b9eebc6c5ead53d,2aeec21f6aa3624f88ba8493,2025-03-24 14:39:01,Querétaro,18-24,20k-35k,Joven digital,Alta,67.92,0
PR011145,c17fcaa0ff259568750b36effae1060b,43f188e67858a5f4da54c291,fa7d9eba989063ee98927bbc,2025-08-02 15:23:54,Jalisco,25-34,10k-20k,Joven digital,Alta,69.87,0
PR011146,91e43a380dc8bfb5118c7a99f7919fc8,61d867a371ab39f3427ea577,643b22ad667b9a1d523e70cc,2025-05-27 00:11:48,CDMX,55+,50k+,Prospecto informativo,Baja,39.82,0
PR011147,a0fcf8c659af31e8901ea623fb28e7e3,aff45ce370e188e98f1ece59,c272656f75cc8ef88282d7a9,2025-05-13 23:58:18,Veracruz,35-44,10k-20k,Prospecto informativo,Alta,62.93,0
PR011148,25cb427a972788dc6b4618f87f5b5363,7240752f6b33a49438aca0fd,a7d4a1ad07ba912b6ce3039d,2025-10-16 18:13:23,Otros,18-24,50k+,Cliente existente digital,Baja,66.79,1
PR011149,a167a98ad319626c92760c7e8c9e2c90,b4e8d20305120c28b8a76cbd,6bf7ae09fdd0c83ecf1bdae2,2025-07-13 03:27:18,CDMX,45-54,10k-20k,Prospecto informativo,Media,61.32,0
PR011150,1ef535abd33cea434443dee80a86777e,a68d7a99eb3e3753db6ad88d,56f437acc88b516f9658a41d,2025-08-08 22:39:42,Estado de México,45-54,20k-35k,Cliente existente digital,Baja,66.82,1
PR011151,dc7ff7ec853f76474833b811458c533d,ad58855f629de71312ef2851,5072795eeb79f4160a69cc5c,2025-12-22 17:08:30,Otros,35-44,0-10k,Prospecto informativo,Media,45.07,0
PR011152,7136579b931844ba06f9a2c821f703f8,71688b34ce2b13e9f21cf6d2,06155c01698de2ea239075d1,2025-04-20 05:55:49,Puebla,18-24,35k-50k,Cliente existente digital,Alta,92.25,1
PR011153,d9fc306c19c6abb354b3d03bb5fb456b,5466425ccbf1d8e2ea2cd0f5,c01bb230362ace67ed60c7d2,2025-01-26 03:46:54,Jalisco,25-34,20k-35k,Joven digital,Alta,76.27,0
PR011154,51f5900eb6284c359d9ce08b21072a96,6fb21694fa32b16db14baae8,e9c0fd143263732027eee64c,2025-03-15 01:09:15,Estado de México,25-34,35k-50k,Joven digital,Alta,80.37,0
PR011155,fed7985178ae7cc8cab734933ccf14b3,b0184bff5c0cd090c14a64e5,4b6b8e4402018fec1c614d3b,2025-11-18 02:17:49,Estado de México,35-44,35k-50k,Asalariado consolidado,Baja,54.42,0
PR011156,0d1551edfd17f041d5304774f0556a69,414b2406a27d4ae2b63d3229,1ef243e8276ae5fd32450b70,2025-09-07 12:30:56,CDMX,35-44,10k-20k,Prospecto informativo,Media,49.34,0
PR011157,225daba4b0dc2cc2eb23fc5ab317f2e4,f68eba46db6a86262fcd7340,d0121d923d4b4c1def1a42c2,2025-07-20 18:53:56,Yucatán,25-34,0-10k,Baja intención masivo,Baja,18.06,0
PR011158,fb2150853dfe15e2fd5b2ecbf055e632,77ba068812ee855406414f89,b08805f737d3911c64306927,2025-05-21 09:20:09,Querétaro,25-34,50k+,Prospecto informativo,Baja,46.79,0
PR011159,ab59b87b6c72757878f58226e284a38c,acabcdda31f68671cd4217e0,2987cd40391b1a72537ebca3,2025-01-11 05:45:16,Veracruz,35-44,20k-35k,Asalariado consolidado,Baja,53.7,0
PR011160,a20b304a9dc67947d1c2c3133e7818d2,542948ed4c3428c7f6ad76e7,eb0bbc9fba39566b74ffec14,2025-07-24 23:47:00,Veracruz,45-54,35k-50k,Cliente existente digital,Baja,71.28,1
PR011161,6998421ec0a50311ead22311938ca57f,c80da19948038867ef262a9a,314229d0080795543e1ecf1d,2025-10-05 12:09:29,CDMX,18-24,20k-35k,Joven digital,Media,67.97,0
PR011162,0d4227e42c993563447d7826fa7cef64,584469980ea7841c1e05465c,8130dc3c39f607e49260b9ca,2025-11-22 13:40:26,Jalisco,35-44,35k-50k,Cliente existente digital,Media,89.84,1
PR011163,484ada07c74ff834169109e2d0538023,f28bfdb858cec31f704bcb07,408d45fc24f6142d6ea04422,2025-08-27 01:32:52,Jalisco,55+,20k-35k,Prospecto informativo,Baja,38.55,0
PR011164,c4f17b2d8089828c4a0614f18090fed8,91111cbc34fc123acee28c9c,22f7393b710d118b159a37ea,2025-01-20 16:20:10,CDMX,35-44,20k-35k,Asalariado consolidado,Alta,79.34,0
PR011165,a99dc06fccb9d440839edeec8c3facbd,4c7f4ef62c076d8ba12e783d,a01a1c33496f507c7ca2aa39,2025-10-25 01:38:56,Baja California,25-34,50k+,Prospecto informativo,Baja,60.21,0
